type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,2022-10-27 14:36:12,-22.94803914,-67.81999357,4.29,4662.594,,0.000,,17,23,,Parking
T,2022-10-27 12:37:09,-22.91275706,-68.19876928,3.22,2472.472,,0.000,,16,32,20221027-093709,GPS Logger: 20221027-093709 - Pajonales
T,2022-10-27 12:37:10,-22.91275636,-68.19876026,3.22,2472.492,,0.160,74,17,32,,
T,2022-10-27 12:37:11,-22.91275450,-68.19876185,3.22,2472.139,,0.000,,17,32,,
T,2022-10-27 12:37:12,-22.91275520,-68.19876342,3.22,2471.391,,0.700,43,16,21,,
T,2022-10-27 12:37:13,-22.91275297,-68.19876351,3.22,2472.271,,0.000,,17,21,,
T,2022-10-27 12:37:14,-22.91275167,-68.19876123,3.22,2471.955,,0.000,,17,22,,
T,2022-10-27 12:37:15,-22.91275161,-68.19876110,3.22,2471.955,,0.000,,17,22,,
T,2022-10-27 12:37:16,-22.91274987,-68.19876269,3.22,2472.563,,0.000,,12,17,,
T,2022-10-27 12:37:17,-22.91274940,-68.19876464,3.22,2472.484,,0.000,,16,20,,
T,2022-10-27 12:37:18,-22.91274938,-68.19876458,3.22,2472.484,,0.000,,16,20,,
T,2022-10-27 12:37:19,-22.91274893,-68.19876765,3.22,2472.811,,0.000,,13,20,,
T,2022-10-27 12:37:20,-22.91274891,-68.19876761,3.22,2472.812,,0.000,,13,20,,
T,2022-10-27 12:37:21,-22.91274939,-68.19876600,3.22,2472.583,,0.000,,15,22,,
T,2022-10-27 12:37:22,-22.91274709,-68.19876714,3.22,2472.499,,0.000,,16,23,,
T,2022-10-27 12:37:23,-22.91274595,-68.19876667,3.22,2472.676,,0.000,,15,22,,
T,2022-10-27 12:37:24,-22.91274528,-68.19876716,3.22,2472.981,,0.000,,16,22,,
T,2022-10-27 12:37:25,-22.91274465,-68.19876744,3.22,2472.738,,0.000,,15,22,,
T,2022-10-27 12:37:26,-22.91274449,-68.19876779,3.22,2472.660,,0.000,,14,21,,
T,2022-10-27 12:37:27,-22.91274394,-68.19876792,3.22,2472.513,,0.000,,15,22,,
T,2022-10-27 12:37:28,-22.91274393,-68.19876772,3.22,2472.501,,0.000,,15,21,,
T,2022-10-27 12:37:29,-22.91274396,-68.19876771,3.22,2472.517,,0.000,,14,20,,
T,2022-10-27 12:37:30,-22.91274373,-68.19876763,3.22,2472.573,,0.000,,14,21,,
T,2022-10-27 12:37:31,-22.91274377,-68.19876756,3.22,2472.573,,0.000,,14,21,,
T,2022-10-27 12:37:32,-22.91274377,-68.19876754,3.22,2472.573,,0.000,,14,21,,
T,2022-10-27 12:37:33,-22.91274980,-68.19875614,3.22,2473.774,,0.450,153,14,21,,
T,2022-10-27 12:37:34,-22.91275208,-68.19876168,3.22,2473.269,,0.360,153,14,21,,
T,2022-10-27 12:37:35,-22.91275300,-68.19876577,3.22,2472.959,,0.000,,16,23,,
T,2022-10-27 12:37:36,-22.91275300,-68.19876577,3.22,2472.959,,0.000,,16,23,,
T,2022-10-27 12:37:37,-22.91275429,-68.19876306,3.22,2473.153,,0.000,,12,19,,
T,2022-10-27 12:37:38,-22.91275430,-68.19876306,3.22,2473.153,,0.000,,12,19,,
T,2022-10-27 12:37:39,-22.91275392,-68.19876085,3.22,2473.672,,0.000,,15,22,,
T,2022-10-27 12:37:40,-22.91275373,-68.19875853,3.22,2473.576,,0.000,,16,23,,
T,2022-10-27 12:37:41,-22.91275373,-68.19875853,3.22,2473.576,,0.000,,16,23,,
T,2022-10-27 12:37:42,-22.91275554,-68.19875855,3.22,2473.247,,0.000,,15,22,,
T,2022-10-27 12:37:43,-22.91275554,-68.19875855,3.22,2473.246,,0.000,,15,22,,
T,2022-10-27 12:37:44,-22.91275277,-68.19875758,3.22,2473.200,,0.000,,13,21,,
T,2022-10-27 12:37:45,-22.91275277,-68.19875759,3.22,2473.200,,0.000,,13,21,,
T,2022-10-27 12:37:46,-22.91275365,-68.19875964,3.22,2473.323,,0.000,,13,20,,
T,2022-10-27 12:37:47,-22.91275391,-68.19875961,3.22,2473.307,,0.000,,15,22,,
T,2022-10-27 12:37:48,-22.91275391,-68.19875961,3.22,2473.307,,0.000,,15,22,,
T,2022-10-27 12:37:49,-22.91275381,-68.19876004,3.22,2473.302,,0.000,,12,19,,
T,2022-10-27 12:37:50,-22.91275380,-68.19876004,3.22,2473.313,,0.000,,16,23,,
T,2022-10-27 12:37:51,-22.91275380,-68.19876004,3.22,2473.313,,0.000,,16,23,,
T,2022-10-27 12:37:52,-22.91276168,-68.19875357,3.22,2475.042,,0.490,153,14,21,,
T,2022-10-27 12:37:53,-22.91276759,-68.19875433,3.22,2474.315,,0.720,153,16,23,,
T,2022-10-27 12:37:54,-22.91277031,-68.19875609,3.22,2475.128,,0.580,167,14,20,,
T,2022-10-27 12:37:55,-22.91277235,-68.19875082,3.22,2475.160,,0.000,,12,19,,
T,2022-10-27 12:37:56,-22.91277541,-68.19874193,3.22,2475.555,,0.000,,15,22,,
T,2022-10-27 12:37:57,-22.91277857,-68.19873904,3.22,2476.168,,0.000,,16,23,,
T,2022-10-27 12:37:58,-22.91277701,-68.19873597,3.22,2475.743,,0.000,,15,22,,
T,2022-10-27 12:37:59,-22.91277613,-68.19873886,3.22,2475.172,,0.000,,15,21,,
T,2022-10-27 12:38:00,-22.91277574,-68.19874249,3.22,2474.987,,0.000,,16,23,,
T,2022-10-27 12:38:01,-22.91277577,-68.19874247,3.22,2474.987,,0.000,,16,23,,
T,2022-10-27 12:38:02,-22.91277361,-68.19873910,3.22,2474.250,,0.000,,15,22,,
T,2022-10-27 12:38:03,-22.91277584,-68.19874071,3.22,2474.602,,0.000,,15,22,,
T,2022-10-27 12:38:04,-22.91277575,-68.19873800,3.22,2474.539,,0.000,,14,22,,
T,2022-10-27 12:38:05,-22.91277487,-68.19873523,3.22,2474.484,,0.000,,14,21,,
T,2022-10-27 12:38:06,-22.91277491,-68.19873515,3.22,2474.486,,0.000,,15,23,,
T,2022-10-27 12:38:07,-22.91277483,-68.19873473,3.22,2474.469,,0.000,,12,21,,
T,2022-10-27 12:38:08,-22.91277487,-68.19873454,3.22,2474.546,,0.000,,12,21,,
T,2022-10-27 12:38:09,-22.91277490,-68.19873467,3.22,2474.549,,0.000,,13,22,,
T,2022-10-27 12:38:10,-22.91277495,-68.19873465,3.22,2474.545,,0.000,,13,22,,
T,2022-10-27 12:38:11,-22.91277500,-68.19873468,3.22,2474.527,,0.000,,12,22,,
T,2022-10-27 12:38:12,-22.91277746,-68.19873602,3.22,2474.334,,0.000,,13,21,,
T,2022-10-27 12:38:13,-22.91277747,-68.19873602,3.22,2474.335,,0.000,,13,19,,
T,2022-10-27 12:38:14,-22.91277748,-68.19873601,3.22,2474.335,,0.000,,13,19,,
T,2022-10-27 12:38:15,-22.91277128,-68.19873363,3.22,2474.243,,0.500,168,15,21,,
T,2022-10-27 12:38:16,-22.91276838,-68.19873379,4.29,2473.654,,0.960,168,12,18,,
T,2022-10-27 12:38:17,-22.91275926,-68.19874138,3.22,2471.757,,1.680,339,15,21,,
T,2022-10-27 12:38:18,-22.91274579,-68.19874696,3.22,2470.963,,2.280,345,16,21,,
T,2022-10-27 12:38:19,-22.91273060,-68.19875297,3.22,2471.192,,2.050,342,15,20,,
T,2022-10-27 12:38:20,-22.91271505,-68.19875897,3.22,2471.243,,2.050,342,15,20,,
T,2022-10-27 12:38:21,-22.91270083,-68.19876514,3.22,2472.609,,1.370,339,16,21,,
T,2022-10-27 12:38:22,-22.91269249,-68.19876857,3.22,2471.184,,0.930,338,14,19,,
T,2022-10-27 12:38:23,-22.91268689,-68.19877159,3.22,2471.000,,0.990,338,16,21,,
T,2022-10-27 12:38:24,-22.91267693,-68.19877623,3.22,2470.964,,1.760,337,14,19,,
T,2022-10-27 12:38:25,-22.91266101,-68.19878379,3.22,2470.893,,2.370,338,14,19,,
T,2022-10-27 12:38:26,-22.91264228,-68.19879253,3.22,2470.947,,2.370,338,14,19,,
T,2022-10-27 12:38:27,-22.91262593,-68.19880036,3.22,2472.286,,1.870,336,12,17,,
T,2022-10-27 12:38:28,-22.91261145,-68.19880748,3.22,2472.329,,1.870,336,12,17,,
T,2022-10-27 12:38:29,-22.91259993,-68.19881468,3.22,2471.033,,1.290,336,14,19,,
T,2022-10-27 12:38:30,-22.91259024,-68.19882005,3.22,2471.129,,1.130,336,16,21,,
T,2022-10-27 12:38:31,-22.91258398,-68.19882485,3.22,2470.099,,0.580,336,15,20,,
T,2022-10-27 12:38:32,-22.91258349,-68.19883179,3.22,2471.500,,0.000,,14,19,,
T,2022-10-27 12:38:33,-22.91258048,-68.19883637,3.22,2471.467,,0.940,333,15,20,,
T,2022-10-27 12:38:34,-22.91256961,-68.19884307,3.22,2471.125,,1.700,333,16,20,,
T,2022-10-27 12:38:35,-22.91255116,-68.19885473,3.22,2471.065,,2.840,328,17,21,,
T,2022-10-27 12:38:36,-22.91252606,-68.19886952,3.22,2470.993,,3.380,330,16,20,,
T,2022-10-27 12:38:37,-22.91249986,-68.19888672,3.22,2470.994,,3.390,326,16,20,,
T,2022-10-27 12:38:38,-22.91247408,-68.19890560,3.22,2470.844,,3.070,324,17,21,,
T,2022-10-27 12:38:39,-22.91245332,-68.19892309,3.22,2470.322,,2.420,319,16,20,,
T,2022-10-27 12:38:40,-22.91243626,-68.19893982,3.22,2470.488,,2.420,316,16,20,,
T,2022-10-27 12:38:41,-22.91242248,-68.19895186,3.22,2470.911,,1.570,323,13,18,,
T,2022-10-27 12:38:42,-22.91241142,-68.19896082,3.22,2470.671,,1.650,322,14,20,,
T,2022-10-27 12:38:43,-22.91239961,-68.19896974,3.22,2470.619,,1.650,322,14,20,,
T,2022-10-27 12:38:44,-22.91238516,-68.19898252,3.22,2470.701,,2.430,313,14,20,,
T,2022-10-27 12:38:45,-22.91236907,-68.19899894,3.22,2470.676,,2.430,313,14,20,,
T,2022-10-27 12:38:46,-22.91235230,-68.19901952,3.22,2470.791,,2.970,311,12,18,,
T,2022-10-27 12:38:47,-22.91233508,-68.19904289,3.22,2470.750,,2.970,309,12,18,,
T,2022-10-27 12:38:48,-22.91232068,-68.19906873,3.22,2471.374,,3.090,303,15,20,,
T,2022-10-27 12:38:49,-22.91230940,-68.19909780,3.22,2471.824,,3.230,296,16,19,,
T,2022-10-27 12:38:50,-22.91230106,-68.19912877,3.22,2471.680,,3.330,287,17,20,,
T,2022-10-27 12:38:51,-22.91229568,-68.19916271,3.22,2471.243,,3.310,283,16,19,,
T,2022-10-27 12:38:52,-22.91229236,-68.19919662,3.22,2471.627,,3.330,280,16,20,,
T,2022-10-27 12:38:53,-22.91228993,-68.19923050,3.22,2471.630,,3.330,278,16,20,,
T,2022-10-27 12:38:54,-22.91228969,-68.19926381,3.22,2471.618,,3.470,276,14,19,,
T,2022-10-27 12:38:55,-22.91229020,-68.19929663,3.22,2471.486,,3.200,274,13,18,,
T,2022-10-27 12:38:56,-22.91229131,-68.19932776,3.22,2471.492,,3.180,273,14,18,,
T,2022-10-27 12:38:57,-22.91229266,-68.19935871,3.22,2471.913,,3.170,273,16,20,,
T,2022-10-27 12:38:58,-22.91229361,-68.19938961,3.22,2472.240,,3.170,273,16,20,,
T,2022-10-27 12:38:59,-22.91229344,-68.19942100,3.22,2472.844,,3.160,273,16,20,,
T,2022-10-27 12:39:00,-22.91229261,-68.19945220,3.22,2472.916,,3.160,274,16,20,,
T,2022-10-27 12:39:01,-22.91229412,-68.19947910,3.22,2474.017,,2.510,270,15,19,,
T,2022-10-27 12:39:02,-22.91229584,-68.19950328,3.22,2474.639,,2.580,271,15,19,,
T,2022-10-27 12:39:03,-22.91229859,-68.19952803,3.22,2475.119,,2.640,268,12,16,,
T,2022-10-27 12:39:04,-22.91230132,-68.19955248,3.22,2475.177,,2.370,264,16,21,,
T,2022-10-27 12:39:05,-22.91230588,-68.19957648,3.22,2476.311,,2.470,255,15,20,,
T,2022-10-27 12:39:06,-22.91231257,-68.19960298,3.22,2476.186,,2.630,253,16,21,,
T,2022-10-27 12:39:07,-22.91232203,-68.19962865,3.22,2476.299,,2.730,251,14,20,,
T,2022-10-27 12:39:08,-22.91233571,-68.19965231,3.22,2475.516,,2.820,218,15,22,,
T,2022-10-27 12:39:09,-22.91235809,-68.19967153,3.22,2474.207,,3.200,222,15,21,,
T,2022-10-27 12:39:10,-22.91238594,-68.19968636,3.22,2474.118,,3.200,209,15,21,,
T,2022-10-27 12:39:11,-22.91241996,-68.19968845,3.22,2473.863,,3.650,193,14,20,,
T,2022-10-27 12:39:12,-22.91245777,-68.19968134,3.22,2474.382,,4.090,178,13,19,,
T,2022-10-27 12:39:13,-22.91249508,-68.19966626,3.22,2474.613,,3.820,165,15,22,,
T,2022-10-27 12:39:14,-22.91253000,-68.19964861,3.22,2474.597,,3.820,164,15,22,,
T,2022-10-27 12:39:15,-22.91255708,-68.19963356,3.22,2475.216,,2.810,164,11,17,,
T,2022-10-27 12:39:16,-22.91258067,-68.19962121,3.22,2475.277,,3.030,164,14,21,,
T,2022-10-27 12:39:17,-22.91260553,-68.19960947,3.22,2475.238,,3.030,164,14,21,,
T,2022-10-27 12:39:18,-22.91263459,-68.19959764,3.22,2475.335,,3.730,165,16,21,,
T,2022-10-27 12:39:19,-22.91266774,-68.19958560,3.22,2475.249,,3.840,167,15,20,,
T,2022-10-27 12:39:20,-22.91269978,-68.19957597,3.22,2474.921,,3.440,167,14,19,,
T,2022-10-27 12:39:21,-22.91273020,-68.19956785,3.22,2474.932,,3.440,168,14,19,,
T,2022-10-27 12:39:22,-22.91275712,-68.19956206,3.22,2475.039,,2.880,168,15,20,,
T,2022-10-27 12:39:23,-22.91278284,-68.19955770,3.22,2474.406,,2.990,169,15,21,,
T,2022-10-27 12:39:24,-22.91281021,-68.19955333,3.22,2473.726,,3.150,169,15,21,,
T,2022-10-27 12:39:25,-22.91283895,-68.19954981,3.22,2474.044,,3.190,171,13,19,,
T,2022-10-27 12:39:26,-22.91286789,-68.19954687,3.22,2474.033,,3.190,172,13,19,,
T,2022-10-27 12:39:27,-22.91289521,-68.19954356,3.22,2475.647,,2.920,173,15,21,,
T,2022-10-27 12:39:28,-22.91292133,-68.19954029,3.22,2475.672,,2.920,173,15,21,,
T,2022-10-27 12:39:29,-22.91294891,-68.19953526,3.22,2477.167,,3.150,172,13,20,,
T,2022-10-27 12:39:30,-22.91297801,-68.19952829,3.22,2476.286,,3.180,171,15,20,,
T,2022-10-27 12:39:31,-22.91300710,-68.19951960,3.22,2474.805,,3.230,169,17,22,,
T,2022-10-27 12:39:32,-22.91303506,-68.19950992,3.22,2474.710,,2.920,168,13,18,,
T,2022-10-27 12:39:33,-22.91306145,-68.19950089,3.22,2474.721,,2.920,168,13,18,,
T,2022-10-27 12:39:34,-22.91308513,-68.19949329,3.22,2474.871,,2.360,169,17,22,,
T,2022-10-27 12:39:35,-22.91310430,-68.19948830,3.22,2475.060,,1.900,180,15,20,,
T,2022-10-27 12:39:36,-22.91312155,-68.19948449,3.22,2475.017,,1.830,184,14,20,,
T,2022-10-27 12:39:37,-22.91313848,-68.19948303,3.22,2474.920,,1.830,184,14,20,,
T,2022-10-27 12:39:38,-22.91315912,-68.19948457,3.22,2474.437,,2.510,184,13,20,,
T,2022-10-27 12:39:39,-22.91318430,-68.19948566,3.22,2474.077,,2.740,179,15,22,,
T,2022-10-27 12:39:40,-22.91321099,-68.19948575,3.22,2474.928,,2.840,176,14,21,,
T,2022-10-27 12:39:41,-22.91323803,-68.19948383,3.22,2474.976,,2.820,174,14,21,,
T,2022-10-27 12:39:42,-22.91326413,-68.19948050,3.22,2474.681,,2.840,174,14,20,,
T,2022-10-27 12:39:43,-22.91328964,-68.19947671,3.22,2474.636,,2.660,175,14,20,,
T,2022-10-27 12:39:44,-22.91331420,-68.19947326,3.22,2474.679,,2.660,175,14,20,,
T,2022-10-27 12:39:45,-22.91333735,-68.19946991,3.22,2474.407,,2.480,174,14,21,,
T,2022-10-27 12:39:46,-22.91336310,-68.19946672,3.22,2474.123,,3.080,176,14,21,,
T,2022-10-27 12:39:47,-22.91339181,-68.19946418,3.22,2474.814,,3.110,176,13,20,,
T,2022-10-27 12:39:48,-22.91341893,-68.19946197,3.22,2475.062,,2.930,177,13,20,,
T,2022-10-27 12:39:49,-22.91344170,-68.19945942,3.22,2475.255,,2.380,174,15,22,,
T,2022-10-27 12:39:50,-22.91346102,-68.19945656,3.22,2475.152,,2.240,177,15,22,,
T,2022-10-27 12:39:51,-22.91347921,-68.19945460,3.22,2475.005,,2.160,176,11,18,,
T,2022-10-27 12:39:52,-22.91349693,-68.19945281,3.22,2475.367,,2.330,174,15,21,,
T,2022-10-27 12:39:53,-22.91351590,-68.19945075,3.22,2475.325,,2.330,174,15,21,,
T,2022-10-27 12:39:54,-22.91353653,-68.19945033,3.22,2475.983,,3.000,176,15,21,,
T,2022-10-27 12:39:55,-22.91356356,-68.19944952,3.22,2476.044,,3.520,177,13,18,,
T,2022-10-27 12:39:56,-22.91359860,-68.19944851,3.22,2475.428,,4.500,176,16,21,,
T,2022-10-27 12:39:57,-22.91364022,-68.19944600,3.22,2475.876,,4.660,177,13,17,,
T,2022-10-27 12:39:58,-22.91368259,-68.19944455,3.22,2475.803,,4.540,177,14,18,,
T,2022-10-27 12:39:59,-22.91372476,-68.19944413,3.22,2474.617,,4.700,177,15,19,,
T,2022-10-27 12:40:00,-22.91377539,-68.19944554,3.22,2474.761,,5.130,177,16,20,,
T,2022-10-27 12:40:01,-22.91382170,-68.19944271,3.22,2474.749,,5.130,177,16,20,,
T,2022-10-27 12:40:02,-22.91387618,-68.19943399,3.22,2472.926,,5.660,174,16,20,,
T,2022-10-27 12:40:03,-22.91392703,-68.19942844,3.22,2472.856,,5.660,174,16,20,,
T,2022-10-27 12:40:04,-22.91397891,-68.19941887,3.22,2472.759,,5.510,174,15,19,,
T,2022-10-27 12:40:05,-22.91402846,-68.19941346,3.22,2472.694,,5.510,174,15,19,,
T,2022-10-27 12:40:06,-22.91408927,-68.19940264,3.22,2472.040,,5.680,173,16,19,,
T,2022-10-27 12:40:07,-22.91413709,-68.19939092,3.22,2471.916,,5.480,172,15,18,,
T,2022-10-27 12:40:08,-22.91417433,-68.19938107,3.22,2472.225,,4.990,170,17,20,,
T,2022-10-27 12:40:09,-22.91421545,-68.19936568,5.36,2471.787,,4.880,167,16,19,,
T,2022-10-27 12:40:10,-22.91426693,-68.19936222,4.29,2471.398,,4.720,171,17,20,,
T,2022-10-27 12:40:11,-22.91430399,-68.19934976,4.29,2471.837,,4.500,174,17,20,,
T,2022-10-27 12:40:12,-22.91435008,-68.19934558,3.22,2471.801,,4.550,177,17,21,,
T,2022-10-27 12:40:13,-22.91439448,-68.19933438,3.22,2471.597,,4.760,175,13,17,,
T,2022-10-27 12:40:14,-22.91443729,-68.19934001,3.22,2471.643,,5.080,173,17,21,,
T,2022-10-27 12:40:15,-22.91448577,-68.19933387,3.22,2471.716,,4.860,172,15,19,,
T,2022-10-27 12:40:16,-22.91453473,-68.19933204,3.22,2471.372,,4.930,171,13,16,,
T,2022-10-27 12:40:17,-22.91458124,-68.19931602,3.22,2470.009,,5.050,168,15,18,,
T,2022-10-27 12:40:18,-22.91461506,-68.19930374,3.22,2470.576,,3.640,161,16,19,,
T,2022-10-27 12:40:19,-22.91464168,-68.19930312,3.22,2468.284,,4.680,168,17,20,,
T,2022-10-27 12:40:20,-22.91468364,-68.19930107,3.22,2467.465,,4.750,171,14,17,,
T,2022-10-27 12:40:21,-22.91472864,-68.19929892,4.29,2466.829,,4.770,175,14,18,,
T,2022-10-27 12:40:22,-22.91476791,-68.19930987,5.36,2467.171,,4.450,182,13,27,,
T,2022-10-27 12:40:23,-22.91479841,-68.19931345,5.36,2466.968,,4.100,176,16,21,,
T,2022-10-27 12:40:24,-22.91483324,-68.19930700,5.36,2467.072,,3.860,172,14,18,,
T,2022-10-27 12:40:25,-22.91486486,-68.19930607,4.29,2466.882,,3.560,174,17,21,,
T,2022-10-27 12:40:26,-22.91489111,-68.19930045,4.29,2466.539,,3.660,168,15,20,,
T,2022-10-27 12:40:27,-22.91492346,-68.19929295,4.29,2466.368,,3.660,168,15,20,,
T,2022-10-27 12:40:28,-22.91496537,-68.19928273,3.22,2465.563,,4.250,162,15,20,,
T,2022-10-27 12:40:29,-22.91500434,-68.19926980,3.22,2465.464,,4.250,162,15,20,,
T,2022-10-27 12:40:30,-22.91505697,-68.19926942,3.22,2466.139,,5.720,172,14,20,,
T,2022-10-27 12:40:31,-22.91511637,-68.19925680,3.22,2466.770,,6.480,174,15,20,,
T,2022-10-27 12:40:32,-22.91517448,-68.19924965,3.22,2466.702,,6.470,174,15,20,,
T,2022-10-27 12:40:33,-22.91524709,-68.19923355,3.22,2467.115,,7.240,174,15,19,,
T,2022-10-27 12:40:34,-22.91531641,-68.19922608,3.22,2467.314,,7.380,175,17,21,,
T,2022-10-27 12:40:35,-22.91538224,-68.19921246,3.22,2467.087,,7.490,174,13,16,,
T,2022-10-27 12:40:36,-22.91544947,-68.19920462,3.22,2467.018,,7.490,174,13,16,,
T,2022-10-27 12:40:37,-22.91551583,-68.19918620,3.22,2468.786,,7.380,174,18,21,,
T,2022-10-27 12:40:38,-22.91557844,-68.19917546,3.22,2469.125,,7.350,175,14,17,,
T,2022-10-27 12:40:39,-22.91564732,-68.19916846,3.22,2469.438,,7.410,175,16,19,,
T,2022-10-27 12:40:40,-22.91571397,-68.19916199,3.22,2469.423,,7.410,175,16,19,,
T,2022-10-27 12:40:41,-22.91579197,-68.19915374,3.22,2469.953,,7.740,174,13,16,,
T,2022-10-27 12:40:42,-22.91586070,-68.19914559,3.22,2469.895,,7.720,173,16,19,,
T,2022-10-27 12:40:43,-22.91592980,-68.19913588,3.22,2469.923,,7.710,173,16,19,,
T,2022-10-27 12:40:44,-22.91600965,-68.19911813,3.22,2467.872,,8.050,170,15,18,,
T,2022-10-27 12:40:45,-22.91608267,-68.19910532,3.22,2466.910,,7.850,168,17,20,,
T,2022-10-27 12:40:46,-22.91615433,-68.19908692,3.22,2466.117,,7.850,167,16,19,,
T,2022-10-27 12:40:47,-22.91622244,-68.19907428,3.22,2466.023,,7.720,168,13,17,,
T,2022-10-27 12:40:48,-22.91628654,-68.19905986,3.22,2466.036,,7.390,168,15,20,,
T,2022-10-27 12:40:49,-22.91634434,-68.19900106,5.36,2465.510,,7.300,158,15,20,,
T,2022-10-27 12:40:50,-22.91640528,-68.19897386,6.43,2465.495,,7.300,158,15,20,,
T,2022-10-27 12:40:51,-22.91644428,-68.19899034,4.29,2467.389,,6.370,166,15,20,,
T,2022-10-27 12:40:52,-22.91649433,-68.19898649,3.22,2467.686,,5.610,168,12,17,,
T,2022-10-27 12:40:53,-22.91650336,-68.19900823,3.22,2464.473,,3.510,167,15,20,,
T,2022-10-27 12:40:54,-22.91654394,-68.19901589,4.29,2461.069,,3.490,168,11,15,,
T,2022-10-27 12:40:55,-22.91657474,-68.19900754,4.29,2461.608,,3.510,165,15,19,,
T,2022-10-27 12:40:56,-22.91660673,-68.19899984,5.36,2462.273,,3.370,167,16,20,,
T,2022-10-27 12:40:57,-22.91664311,-68.19897870,5.36,2461.296,,3.570,167,14,18,,
T,2022-10-27 12:40:58,-22.91667830,-68.19897739,5.36,2462.048,,3.630,169,16,20,,
T,2022-10-27 12:40:59,-22.91670728,-68.19899886,4.29,2461.394,,3.670,166,16,20,,
T,2022-10-27 12:41:00,-22.91671588,-68.19900010,3.22,2461.131,,2.000,166,16,30,,
T,2022-10-27 12:41:01,-22.91673501,-68.19899161,3.22,2460.738,,2.080,166,18,30,,
T,2022-10-27 12:41:02,-22.91674916,-68.19898705,4.29,2460.925,,1.920,166,18,30,,
T,2022-10-27 12:41:03,-22.91676640,-68.19898467,3.22,2461.176,,1.840,167,18,29,,
T,2022-10-27 12:41:04,-22.91678493,-68.19898388,3.22,2460.891,,1.810,172,18,29,,
T,2022-10-27 12:41:05,-22.91680193,-68.19898469,3.22,2461.762,,1.830,173,18,29,,
T,2022-10-27 12:41:06,-22.91682183,-68.19898588,3.22,2461.810,,2.230,185,18,29,,
T,2022-10-27 12:41:07,-22.91683956,-68.19898726,3.22,2462.743,,1.470,185,17,29,,
T,2022-10-27 12:41:08,-22.91685498,-68.19898672,3.22,2463.002,,1.600,175,17,29,,
T,2022-10-27 12:41:09,-22.91687232,-68.19898265,3.22,2463.866,,1.860,162,18,29,,
T,2022-10-27 12:41:10,-22.91689696,-68.19897058,3.22,2464.129,,3.230,159,19,29,,
T,2022-10-27 12:41:11,-22.91692928,-68.19894521,3.22,2464.651,,4.540,146,19,29,,
T,2022-10-27 12:41:12,-22.91696786,-68.19887566,3.22,2465.161,,5.180,128,19,29,,
T,2022-10-27 12:41:13,-22.91698894,-68.19884144,3.22,2465.362,,4.360,123,19,29,,
T,2022-10-27 12:41:14,-22.91700508,-68.19878377,3.22,2466.116,,5.570,112,19,29,,
T,2022-10-27 12:41:15,-22.91702224,-68.19872470,3.22,2466.277,,5.910,107,19,29,,
T,2022-10-27 12:41:16,-22.91703958,-68.19865782,3.22,2467.175,,6.680,103,19,29,,
T,2022-10-27 12:41:17,-22.91706053,-68.19858340,3.22,2467.462,,7.450,107,19,29,,
T,2022-10-27 12:41:18,-22.91708758,-68.19850902,3.22,2467.466,,7.600,108,18,29,,
T,2022-10-27 12:41:19,-22.91711099,-68.19843330,3.22,2467.447,,7.740,108,17,20,,
T,2022-10-27 12:41:20,-22.91713716,-68.19835469,3.22,2469.808,,7.640,103,16,19,,
T,2022-10-27 12:41:21,-22.91716169,-68.19827394,3.22,2470.431,,7.990,104,15,18,,
T,2022-10-27 12:41:22,-22.91717526,-68.19819534,3.22,2469.264,,7.870,105,16,19,,
T,2022-10-27 12:41:23,-22.91719262,-68.19811421,3.22,2469.408,,7.500,104,16,20,,
T,2022-10-27 12:41:24,-22.91721423,-68.19804633,3.22,2469.885,,7.690,105,13,17,,
T,2022-10-27 12:41:25,-22.91722933,-68.19797194,3.22,2469.406,,7.640,105,16,20,,
T,2022-10-27 12:41:26,-22.91724810,-68.19790153,3.22,2469.510,,7.540,105,13,17,,
T,2022-10-27 12:41:27,-22.91726671,-68.19783563,3.22,2470.104,,7.310,106,15,19,,
T,2022-10-27 12:41:28,-22.91728019,-68.19777235,3.22,2470.023,,6.560,107,15,19,,
T,2022-10-27 12:41:29,-22.91729202,-68.19770838,3.22,2470.114,,6.750,103,16,20,,
T,2022-10-27 12:41:30,-22.91730100,-68.19764511,3.22,2470.224,,6.650,100,15,19,,
T,2022-10-27 12:41:31,-22.91731188,-68.19758128,3.22,2470.158,,6.650,100,15,19,,
T,2022-10-27 12:41:32,-22.91731755,-68.19752385,3.22,2471.138,,6.750,95,12,17,,
T,2022-10-27 12:41:33,-22.91732262,-68.19745823,3.22,2471.280,,6.750,95,12,17,,
T,2022-10-27 12:41:34,-22.91731890,-68.19740088,3.22,2470.644,,6.330,89,13,18,,
T,2022-10-27 12:41:35,-22.91732142,-68.19733714,3.22,2470.099,,6.540,88,13,18,,
T,2022-10-27 12:41:36,-22.91732307,-68.19727053,3.22,2469.593,,6.390,91,15,19,,
T,2022-10-27 12:41:37,-22.91732421,-68.19720821,3.22,2469.650,,6.390,91,15,19,,
T,2022-10-27 12:41:38,-22.91732464,-68.19716486,3.22,2469.493,,5.160,91,15,19,,
T,2022-10-27 12:41:39,-22.91732362,-68.19711572,3.22,2469.466,,4.540,90,11,15,,
T,2022-10-27 12:41:40,-22.91732043,-68.19708042,3.22,2469.893,,3.550,88,15,19,,
