type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,2022-10-27 16:24:43,-22.98079349,-67.76744285,6.43,5044.264,,6.500,104,13,18,,Atlast  telescope
W,2022-10-27 16:26:03,-22.98161885,-67.76559172,4.29,5028.963,,0.000,,9,16,,Area?
T,2022-10-27 16:07:34,-22.95915850,-67.78621937,3.22,5187.629,,0.000,,16,18,20221027-130734,GPS Logger: 20221027-130734 - Way back
T,2022-10-27 16:07:35,-22.95915847,-67.78621942,3.22,5187.636,,0.000,,16,18,,
T,2022-10-27 16:07:36,-22.95915847,-67.78621947,3.22,5187.648,,0.000,,15,16,,
T,2022-10-27 16:07:37,-22.95915848,-67.78621955,3.22,5187.649,,0.000,,15,16,,
T,2022-10-27 16:07:38,-22.95915853,-67.78621956,3.22,5187.634,,0.000,,15,16,,
T,2022-10-27 16:07:39,-22.95915858,-67.78621958,3.22,5187.631,,0.000,,15,17,,
T,2022-10-27 16:07:40,-22.95915855,-67.78621964,3.22,5187.642,,0.000,,15,16,,
T,2022-10-27 16:07:41,-22.95915853,-67.78621968,3.22,5187.648,,0.000,,15,16,,
T,2022-10-27 16:07:42,-22.95915852,-67.78621974,3.22,5187.653,,0.000,,15,16,,
T,2022-10-27 16:07:43,-22.95915855,-67.78621981,3.22,5187.655,,0.000,,17,18,,
T,2022-10-27 16:07:44,-22.95915595,-67.78622015,3.22,5187.535,,0.340,316,16,17,,
T,2022-10-27 16:07:45,-22.95915836,-67.78621614,3.22,5186.556,,0.000,,16,17,,
T,2022-10-27 16:07:46,-22.95915566,-67.78621241,3.22,5185.911,,0.460,52,16,17,,
T,2022-10-27 16:07:47,-22.95915156,-67.78620776,3.22,5185.446,,0.530,36,16,17,,
T,2022-10-27 16:07:48,-22.95915262,-67.78620439,3.22,5185.468,,0.000,,16,17,,
T,2022-10-27 16:07:49,-22.95915457,-67.78620340,3.22,5185.468,,0.000,,17,18,,
T,2022-10-27 16:07:50,-22.95915556,-67.78620290,3.22,5185.469,,0.000,,15,17,,
T,2022-10-27 16:07:51,-22.95915605,-67.78620263,3.22,5185.474,,0.000,,15,17,,
T,2022-10-27 16:07:52,-22.95915634,-67.78620251,3.22,5185.472,,0.000,,14,16,,
T,2022-10-27 16:07:53,-22.95915651,-67.78620244,3.22,5185.462,,0.000,,14,16,,
T,2022-10-27 16:07:54,-22.95915665,-67.78620243,3.22,5185.464,,0.000,,14,16,,
T,2022-10-27 16:07:55,-22.95915676,-67.78620244,3.22,5185.455,,0.000,,14,16,,
T,2022-10-27 16:07:56,-22.95915658,-67.78620054,3.22,5185.587,,0.320,38,14,16,,
T,2022-10-27 16:07:57,-22.95915667,-67.78619675,3.22,5185.813,,0.000,,14,16,,
T,2022-10-27 16:07:58,-22.95915744,-67.78619528,3.22,5185.791,,0.000,,16,17,,
T,2022-10-27 16:07:59,-22.95915782,-67.78619456,3.22,5185.791,,0.000,,17,18,,
T,2022-10-27 16:08:00,-22.95915803,-67.78619424,3.22,5185.791,,0.000,,17,18,,
T,2022-10-27 16:08:01,-22.95915815,-67.78619412,3.22,5185.788,,0.000,,17,18,,
T,2022-10-27 16:08:02,-22.95915821,-67.78619413,3.22,5185.783,,0.000,,17,18,,
T,2022-10-27 16:08:03,-22.95915826,-67.78619414,3.22,5185.774,,0.000,,16,18,,
T,2022-10-27 16:08:04,-22.95915833,-67.78619413,3.22,5185.774,,0.000,,16,18,,
T,2022-10-27 16:08:05,-22.95915837,-67.78619413,3.22,5185.775,,0.000,,16,18,,
T,2022-10-27 16:08:06,-22.95915842,-67.78619415,3.22,5185.774,,0.000,,16,18,,
T,2022-10-27 16:08:07,-22.95915844,-67.78619415,3.22,5185.774,,0.000,,16,18,,
T,2022-10-27 16:08:08,-22.95915845,-67.78619418,3.22,5185.776,,0.000,,16,18,,
T,2022-10-27 16:08:09,-22.95915846,-67.78619424,3.22,5185.780,,0.000,,16,18,,
T,2022-10-27 16:08:10,-22.95915848,-67.78619431,3.22,5185.784,,0.000,,16,18,,
T,2022-10-27 16:08:11,-22.95915848,-67.78619437,3.22,5185.792,,0.000,,16,18,,
T,2022-10-27 16:08:12,-22.95915850,-67.78619440,3.22,5185.801,,0.000,,16,18,,
T,2022-10-27 16:08:13,-22.95915852,-67.78619441,3.22,5185.804,,0.000,,16,18,,
T,2022-10-27 16:08:14,-22.95915852,-67.78619444,3.22,5185.809,,0.000,,16,18,,
T,2022-10-27 16:08:15,-22.95915853,-67.78619447,3.22,5185.813,,0.000,,16,18,,
T,2022-10-27 16:08:16,-22.95915857,-67.78619451,3.22,5185.816,,0.000,,16,18,,
T,2022-10-27 16:08:17,-22.95915862,-67.78619454,3.22,5185.822,,0.000,,16,18,,
T,2022-10-27 16:08:18,-22.95915861,-67.78619454,3.22,5185.815,,0.000,,16,18,,
T,2022-10-27 16:08:19,-22.95915861,-67.78619452,3.22,5185.816,,0.000,,16,18,,
T,2022-10-27 16:08:20,-22.95915861,-67.78619450,3.22,5185.824,,0.000,,16,18,,
T,2022-10-27 16:08:21,-22.95915863,-67.78619450,3.22,5185.822,,0.000,,17,18,,
T,2022-10-27 16:08:22,-22.95915865,-67.78619452,3.22,5185.827,,0.000,,17,18,,
T,2022-10-27 16:08:23,-22.95915867,-67.78619452,3.22,5185.828,,0.000,,17,18,,
T,2022-10-27 16:08:24,-22.95915692,-67.78619519,3.22,5186.547,,0.250,316,17,18,,
T,2022-10-27 16:08:25,-22.95915753,-67.78619723,3.22,5186.894,,0.000,,17,18,,
T,2022-10-27 16:08:26,-22.95915769,-67.78619765,3.22,5186.888,,0.000,,17,18,,
T,2022-10-27 16:08:27,-22.95915778,-67.78619791,3.22,5186.889,,0.000,,16,18,,
T,2022-10-27 16:08:28,-22.95915785,-67.78619806,3.22,5186.897,,0.000,,16,18,,
T,2022-10-27 16:08:29,-22.95915786,-67.78619817,3.22,5186.907,,0.000,,16,18,,
T,2022-10-27 16:08:30,-22.95915787,-67.78619824,3.22,5186.900,,0.000,,16,18,,
T,2022-10-27 16:08:31,-22.95915790,-67.78619828,3.22,5186.901,,0.000,,16,18,,
T,2022-10-27 16:08:32,-22.95915791,-67.78619829,3.22,5186.895,,0.000,,15,18,,
T,2022-10-27 16:08:33,-22.95915792,-67.78619831,3.22,5186.888,,0.000,,15,18,,
T,2022-10-27 16:08:34,-22.95915793,-67.78619835,3.22,5186.886,,0.000,,15,18,,
T,2022-10-27 16:08:35,-22.95915795,-67.78619831,3.22,5186.887,,0.000,,15,18,,
T,2022-10-27 16:08:36,-22.95915796,-67.78619827,3.22,5186.880,,0.000,,15,18,,
T,2022-10-27 16:08:37,-22.95915796,-67.78619824,3.22,5186.886,,0.000,,15,18,,
T,2022-10-27 16:08:38,-22.95915796,-67.78619823,3.22,5186.888,,0.000,,15,18,,
T,2022-10-27 16:08:39,-22.95915798,-67.78619825,3.22,5186.885,,0.000,,15,18,,
T,2022-10-27 16:08:40,-22.95915798,-67.78619831,3.22,5186.883,,0.000,,14,18,,
T,2022-10-27 16:08:41,-22.95915799,-67.78619840,3.22,5186.877,,0.000,,14,18,,
T,2022-10-27 16:08:42,-22.95915802,-67.78619851,3.22,5186.893,,0.000,,15,18,,
T,2022-10-27 16:08:43,-22.95915804,-67.78619857,3.22,5186.898,,0.000,,15,18,,
T,2022-10-27 16:08:44,-22.95915807,-67.78619867,3.22,5186.899,,0.000,,15,18,,
T,2022-10-27 16:08:45,-22.95915810,-67.78619872,3.22,5186.907,,0.000,,15,18,,
T,2022-10-27 16:08:46,-22.95915812,-67.78619876,3.22,5186.910,,0.000,,15,18,,
T,2022-10-27 16:08:47,-22.95915814,-67.78619880,3.22,5186.906,,0.000,,15,18,,
T,2022-10-27 16:08:48,-22.95915816,-67.78619888,3.22,5186.903,,0.000,,15,18,,
T,2022-10-27 16:08:49,-22.95915817,-67.78619894,3.22,5186.901,,0.000,,15,18,,
T,2022-10-27 16:08:50,-22.95915820,-67.78619900,3.22,5186.900,,0.000,,15,18,,
T,2022-10-27 16:08:51,-22.95915820,-67.78619905,3.22,5186.899,,0.000,,15,18,,
T,2022-10-27 16:08:52,-22.95915820,-67.78619909,3.22,5186.901,,0.000,,15,18,,
T,2022-10-27 16:08:53,-22.95915817,-67.78619915,3.22,5186.906,,0.000,,15,18,,
T,2022-10-27 16:08:54,-22.95915814,-67.78619921,3.22,5186.912,,0.000,,15,18,,
T,2022-10-27 16:08:55,-22.95915811,-67.78619929,3.22,5186.922,,0.000,,14,18,,
T,2022-10-27 16:08:56,-22.95915809,-67.78619933,3.22,5186.916,,0.000,,14,17,,
T,2022-10-27 16:08:57,-22.95915806,-67.78619941,3.22,5186.908,,0.000,,14,17,,
T,2022-10-27 16:08:58,-22.95915803,-67.78619947,3.22,5186.907,,0.000,,14,17,,
T,2022-10-27 16:08:59,-22.95915802,-67.78619951,3.22,5186.898,,0.000,,14,17,,
T,2022-10-27 16:09:00,-22.95915800,-67.78619956,3.22,5186.896,,0.000,,14,17,,
T,2022-10-27 16:09:01,-22.95915799,-67.78619958,3.22,5186.896,,0.000,,17,18,,
T,2022-10-27 16:09:02,-22.95915799,-67.78619958,3.22,5186.893,,0.000,,17,18,,
T,2022-10-27 16:09:03,-22.95915799,-67.78619960,3.22,5186.889,,0.000,,17,18,,
T,2022-10-27 16:09:04,-22.95915797,-67.78619961,3.22,5186.890,,0.000,,17,18,,
T,2022-10-27 16:09:05,-22.95915800,-67.78619963,3.22,5186.887,,0.000,,17,18,,
T,2022-10-27 16:09:06,-22.95915801,-67.78619966,3.22,5186.887,,0.000,,17,18,,
T,2022-10-27 16:09:07,-22.95915802,-67.78619966,3.22,5186.886,,0.000,,15,16,,
T,2022-10-27 16:09:08,-22.95915801,-67.78619967,3.22,5186.881,,0.000,,17,18,,
T,2022-10-27 16:09:09,-22.95915797,-67.78619964,3.22,5186.876,,0.000,,15,16,,
T,2022-10-27 16:09:10,-22.95915799,-67.78619962,3.22,5186.863,,0.000,,16,18,,
T,2022-10-27 16:09:11,-22.95915796,-67.78619961,3.22,5186.868,,0.000,,16,18,,
T,2022-10-27 16:09:12,-22.95915798,-67.78619955,3.22,5186.864,,0.000,,16,18,,
T,2022-10-27 16:09:13,-22.95915799,-67.78619953,3.22,5186.869,,0.000,,17,18,,
T,2022-10-27 16:09:14,-22.95915798,-67.78619954,3.22,5186.872,,0.000,,17,18,,
T,2022-10-27 16:09:15,-22.95915797,-67.78619955,3.22,5186.887,,0.000,,15,16,,
T,2022-10-27 16:09:16,-22.95915797,-67.78619955,3.22,5186.892,,0.000,,15,16,,
T,2022-10-27 16:09:17,-22.95915798,-67.78619954,3.22,5186.891,,0.000,,15,16,,
T,2022-10-27 16:09:18,-22.95915797,-67.78619954,3.22,5186.890,,0.000,,15,16,,
T,2022-10-27 16:09:19,-22.95915797,-67.78619957,3.22,5186.891,,0.000,,16,17,,
T,2022-10-27 16:09:20,-22.95915797,-67.78619957,3.22,5186.897,,0.000,,15,17,,
T,2022-10-27 16:09:21,-22.95915797,-67.78619956,3.22,5186.899,,0.000,,15,17,,
T,2022-10-27 16:09:22,-22.95915799,-67.78619955,3.22,5186.895,,0.000,,15,17,,
T,2022-10-27 16:09:23,-22.95915798,-67.78619955,3.22,5186.896,,0.000,,15,17,,
T,2022-10-27 16:09:24,-22.95915801,-67.78619953,3.22,5186.897,,0.000,,15,17,,
T,2022-10-27 16:09:25,-22.95915802,-67.78619955,3.22,5186.903,,0.000,,16,18,,
T,2022-10-27 16:09:26,-22.95915802,-67.78619957,3.22,5186.915,,0.000,,16,18,,
T,2022-10-27 16:09:27,-22.95915802,-67.78619958,3.22,5186.913,,0.000,,16,18,,
T,2022-10-27 16:09:28,-22.95915802,-67.78619957,3.22,5186.917,,0.000,,16,18,,
T,2022-10-27 16:09:29,-22.95915802,-67.78619956,3.22,5186.917,,0.000,,17,18,,
T,2022-10-27 16:09:30,-22.95915804,-67.78619954,3.22,5186.923,,0.000,,17,18,,
T,2022-10-27 16:09:31,-22.95915805,-67.78619952,3.22,5186.922,,0.000,,17,18,,
T,2022-10-27 16:09:32,-22.95915805,-67.78619953,3.22,5186.929,,0.000,,17,18,,
T,2022-10-27 16:09:33,-22.95915803,-67.78619952,3.22,5186.937,,0.000,,17,18,,
T,2022-10-27 16:09:34,-22.95915802,-67.78619951,3.22,5186.941,,0.000,,17,18,,
T,2022-10-27 16:09:35,-22.95915801,-67.78619950,3.22,5186.943,,0.000,,17,18,,
T,2022-10-27 16:09:36,-22.95915803,-67.78619951,3.22,5186.951,,0.000,,17,18,,
T,2022-10-27 16:09:37,-22.95915806,-67.78619953,3.22,5186.958,,0.000,,17,18,,
T,2022-10-27 16:09:38,-22.95915807,-67.78619956,3.22,5186.965,,0.000,,17,18,,
T,2022-10-27 16:09:39,-22.95915809,-67.78619958,3.22,5186.969,,0.000,,16,18,,
T,2022-10-27 16:09:40,-22.95915810,-67.78619958,3.22,5186.971,,0.000,,15,17,,
T,2022-10-27 16:09:41,-22.95915810,-67.78619958,3.22,5186.968,,0.000,,15,17,,
T,2022-10-27 16:09:42,-22.95915812,-67.78619959,3.22,5186.966,,0.000,,15,17,,
T,2022-10-27 16:09:43,-22.95915812,-67.78619957,3.22,5186.968,,0.000,,15,17,,
T,2022-10-27 16:09:44,-22.95915811,-67.78619957,3.22,5186.979,,0.000,,15,17,,
T,2022-10-27 16:09:45,-22.95915813,-67.78619956,3.22,5186.985,,0.000,,12,15,,
T,2022-10-27 16:09:46,-22.95915816,-67.78619957,3.22,5186.990,,0.000,,15,18,,
T,2022-10-27 16:09:47,-22.95915815,-67.78619956,3.22,5186.991,,0.000,,15,18,,
T,2022-10-27 16:09:48,-22.95915816,-67.78619956,3.22,5186.991,,0.000,,14,17,,
T,2022-10-27 16:09:49,-22.95915817,-67.78619955,3.22,5186.991,,0.000,,14,17,,
T,2022-10-27 16:09:50,-22.95915815,-67.78619953,3.22,5186.990,,0.000,,15,17,,
T,2022-10-27 16:09:51,-22.95915813,-67.78619951,3.22,5186.991,,0.000,,15,17,,
T,2022-10-27 16:09:52,-22.95915810,-67.78619949,3.22,5186.992,,0.000,,15,17,,
T,2022-10-27 16:09:53,-22.95915810,-67.78619948,3.22,5186.989,,0.000,,16,18,,
T,2022-10-27 16:09:54,-22.95915808,-67.78619947,3.22,5186.990,,0.000,,16,18,,
T,2022-10-27 16:09:55,-22.95915805,-67.78619947,3.22,5186.991,,0.000,,16,18,,
T,2022-10-27 16:09:56,-22.95915804,-67.78619946,3.22,5186.992,,0.000,,16,18,,
T,2022-10-27 16:09:57,-22.95915803,-67.78619946,3.22,5186.995,,0.000,,16,18,,
T,2022-10-27 16:09:58,-22.95915802,-67.78619947,3.22,5186.997,,0.000,,15,17,,
T,2022-10-27 16:09:59,-22.95915803,-67.78619948,3.22,5186.998,,0.000,,16,18,,
T,2022-10-27 16:10:00,-22.95915804,-67.78619949,3.22,5186.999,,0.000,,16,18,,
T,2022-10-27 16:10:01,-22.95915804,-67.78619950,3.22,5187.000,,0.000,,16,18,,
T,2022-10-27 16:10:02,-22.95915801,-67.78619953,3.22,5187.005,,0.000,,16,18,,
T,2022-10-27 16:10:03,-22.95915798,-67.78619957,3.22,5187.015,,0.000,,16,18,,
T,2022-10-27 16:10:04,-22.95915793,-67.78619966,3.22,5187.024,,0.000,,16,18,,
T,2022-10-27 16:10:05,-22.95915789,-67.78619973,3.22,5187.030,,0.000,,16,18,,
T,2022-10-27 16:10:06,-22.95915785,-67.78619978,3.22,5187.035,,0.000,,16,18,,
T,2022-10-27 16:10:07,-22.95915783,-67.78619982,3.22,5187.032,,0.000,,15,18,,
T,2022-10-27 16:10:08,-22.95915783,-67.78619988,3.22,5187.037,,0.000,,15,18,,
T,2022-10-27 16:10:09,-22.95915783,-67.78619990,3.22,5187.039,,0.000,,15,18,,
T,2022-10-27 16:10:10,-22.95915779,-67.78619992,3.22,5187.042,,0.000,,14,17,,
T,2022-10-27 16:10:11,-22.95915774,-67.78619995,3.22,5187.049,,0.000,,14,17,,
T,2022-10-27 16:10:12,-22.95915772,-67.78619998,3.22,5187.053,,0.000,,15,18,,
T,2022-10-27 16:10:13,-22.95915772,-67.78619999,3.22,5187.050,,0.000,,15,18,,
T,2022-10-27 16:10:14,-22.95915768,-67.78620001,3.22,5187.057,,0.000,,15,18,,
T,2022-10-27 16:10:15,-22.95915767,-67.78620002,3.22,5187.057,,0.000,,14,17,,
T,2022-10-27 16:10:16,-22.95915766,-67.78620002,3.22,5187.054,,0.000,,14,17,,
T,2022-10-27 16:10:17,-22.95915763,-67.78620003,3.22,5187.050,,0.000,,14,17,,
T,2022-10-27 16:10:18,-22.95915761,-67.78620005,3.22,5187.056,,0.000,,14,17,,
T,2022-10-27 16:10:19,-22.95915760,-67.78620006,3.22,5187.062,,0.000,,14,17,,
T,2022-10-27 16:10:20,-22.95915757,-67.78620006,3.22,5187.059,,0.000,,15,18,,
T,2022-10-27 16:10:21,-22.95915754,-67.78620006,3.22,5187.072,,0.000,,14,16,,
T,2022-10-27 16:10:22,-22.95915753,-67.78620005,3.22,5187.072,,0.000,,14,16,,
T,2022-10-27 16:10:23,-22.95915753,-67.78620003,3.22,5187.070,,0.000,,14,16,,
T,2022-10-27 16:10:24,-22.95915749,-67.78620004,3.22,5187.079,,0.000,,14,16,,
T,2022-10-27 16:10:25,-22.95915743,-67.78620005,3.22,5187.085,,0.000,,14,16,,
T,2022-10-27 16:10:26,-22.95915739,-67.78620005,3.22,5187.086,,0.000,,15,17,,
T,2022-10-27 16:10:27,-22.95915738,-67.78620004,3.22,5187.085,,0.000,,12,14,,
T,2022-10-27 16:10:28,-22.95915736,-67.78620006,3.22,5187.093,,0.000,,16,18,,
T,2022-10-27 16:10:29,-22.95915735,-67.78620007,3.22,5187.097,,0.000,,16,18,,
T,2022-10-27 16:10:30,-22.95915521,-67.78620293,3.22,5187.485,,0.550,278,16,18,,
T,2022-10-27 16:10:31,-22.95915084,-67.78620785,3.22,5187.644,,0.700,314,16,18,,
T,2022-10-27 16:10:32,-22.95914616,-67.78620929,3.22,5187.716,,0.000,,16,18,,
T,2022-10-27 16:10:33,-22.95914491,-67.78620882,3.22,5187.723,,0.000,,13,16,,
T,2022-10-27 16:10:34,-22.95914426,-67.78620861,3.22,5187.729,,0.000,,13,16,,
T,2022-10-27 16:10:35,-22.95914392,-67.78620851,3.22,5187.726,,0.000,,16,18,,
T,2022-10-27 16:10:36,-22.95914374,-67.78620847,3.22,5187.726,,0.000,,16,18,,
T,2022-10-27 16:10:37,-22.95914365,-67.78620848,3.22,5187.728,,0.000,,14,17,,
T,2022-10-27 16:10:38,-22.95914359,-67.78620851,3.22,5187.733,,0.000,,14,16,,
T,2022-10-27 16:10:39,-22.95914354,-67.78620856,3.22,5187.744,,0.000,,15,18,,
T,2022-10-27 16:10:40,-22.95914349,-67.78620863,3.22,5187.749,,0.000,,15,18,,
T,2022-10-27 16:10:41,-22.95914344,-67.78620867,3.22,5187.751,,0.000,,15,18,,
T,2022-10-27 16:10:42,-22.95914339,-67.78620872,3.22,5187.756,,0.000,,16,18,,
T,2022-10-27 16:10:43,-22.95914333,-67.78620875,3.22,5187.763,,0.000,,16,18,,
T,2022-10-27 16:10:44,-22.95914329,-67.78620877,3.22,5187.761,,0.000,,16,18,,
T,2022-10-27 16:10:45,-22.95914326,-67.78620878,3.22,5187.763,,0.000,,16,18,,
T,2022-10-27 16:10:46,-22.95914324,-67.78620882,3.22,5187.760,,0.000,,16,18,,
T,2022-10-27 16:10:47,-22.95913862,-67.78621185,3.22,5187.807,,0.950,336,16,18,,
T,2022-10-27 16:10:48,-22.95913051,-67.78621770,3.22,5187.179,,0.770,349,15,17,,
T,2022-10-27 16:10:49,-22.95912567,-67.78622171,3.22,5187.187,,0.000,,15,17,,
T,2022-10-27 16:10:50,-22.95912480,-67.78622299,3.22,5187.182,,0.000,,15,17,,
T,2022-10-27 16:10:51,-22.95912433,-67.78622364,3.22,5187.179,,0.000,,15,17,,
T,2022-10-27 16:10:52,-22.95912404,-67.78622399,3.22,5187.175,,0.000,,14,16,,
T,2022-10-27 16:10:53,-22.95911849,-67.78622604,3.22,5187.500,,0.610,358,15,17,,
T,2022-10-27 16:10:54,-22.95911310,-67.78622776,3.22,5187.612,,0.000,,14,17,,
T,2022-10-27 16:10:55,-22.95911169,-67.78622828,3.22,5187.617,,0.000,,12,16,,
T,2022-10-27 16:10:56,-22.95911093,-67.78622853,3.22,5187.616,,0.000,,13,17,,
T,2022-10-27 16:10:57,-22.95911051,-67.78622864,3.22,5187.617,,0.000,,13,17,,
T,2022-10-27 16:10:58,-22.95911027,-67.78622871,3.22,5187.615,,0.000,,13,17,,
T,2022-10-27 16:10:59,-22.95911010,-67.78622877,3.22,5187.616,,0.000,,15,18,,
T,2022-10-27 16:11:00,-22.95910998,-67.78622885,3.22,5187.619,,0.000,,15,18,,
T,2022-10-27 16:11:01,-22.95910990,-67.78622890,3.22,5187.621,,0.000,,13,16,,
T,2022-10-27 16:11:02,-22.95910589,-67.78623423,3.22,5187.829,,0.000,,13,16,,
T,2022-10-27 16:11:03,-22.95910356,-67.78623388,3.22,5187.839,,1.120,103,13,16,,
T,2022-10-27 16:11:04,-22.95910095,-67.78623483,3.22,5187.403,,0.000,,13,16,,
T,2022-10-27 16:11:05,-22.95909623,-67.78623830,3.22,5187.306,,0.000,,13,16,,
T,2022-10-27 16:11:06,-22.95909407,-67.78623976,3.22,5187.321,,0.000,,15,18,,
T,2022-10-27 16:11:07,-22.95909299,-67.78624049,3.22,5187.322,,0.000,,14,17,,
T,2022-10-27 16:11:08,-22.95908851,-67.78624050,3.22,5187.452,,0.800,303,12,15,,
T,2022-10-27 16:11:09,-22.95908195,-67.78624275,3.22,5187.619,,0.800,303,12,15,,
T,2022-10-27 16:11:10,-22.95907965,-67.78624485,3.22,5187.553,,0.000,,14,17,,
T,2022-10-27 16:11:11,-22.95908223,-67.78624659,3.22,5187.533,,0.000,,14,17,,
T,2022-10-27 16:11:12,-22.95908310,-67.78624703,3.22,5187.697,,0.000,,14,17,,
T,2022-10-27 16:11:13,-22.95907982,-67.78624439,3.22,5187.974,,0.950,74,14,16,,
T,2022-10-27 16:11:14,-22.95907812,-67.78624074,3.22,5187.985,,0.000,,14,16,,
T,2022-10-27 16:11:15,-22.95907580,-67.78623632,3.22,5187.852,,0.920,58,14,16,,
T,2022-10-27 16:11:16,-22.95906905,-67.78622838,3.22,5188.044,,1.110,56,14,16,,
T,2022-10-27 16:11:17,-22.95906349,-67.78622618,3.22,5188.004,,0.000,,13,16,,
T,2022-10-27 16:11:18,-22.95905211,-67.78622409,3.22,5187.418,,1.210,34,15,17,,
T,2022-10-27 16:11:19,-22.95903567,-67.78621644,3.22,5187.003,,1.520,30,15,17,,
T,2022-10-27 16:11:20,-22.95901831,-67.78620762,3.22,5187.684,,1.730,34,15,17,,
T,2022-10-27 16:11:21,-22.95900113,-67.78619772,3.22,5187.440,,1.460,37,15,17,,
T,2022-10-27 16:11:22,-22.95898638,-67.78618792,3.22,5187.462,,1.480,44,15,17,,
T,2022-10-27 16:11:23,-22.95897267,-67.78617886,3.22,5187.463,,1.410,47,15,18,,
T,2022-10-27 16:11:24,-22.95895981,-67.78616944,3.22,5187.482,,1.450,46,15,18,,
T,2022-10-27 16:11:25,-22.95894670,-67.78615758,3.22,5188.073,,1.770,49,15,18,,
T,2022-10-27 16:11:26,-22.95893170,-67.78614422,3.22,5188.046,,1.860,48,15,18,,
T,2022-10-27 16:11:27,-22.95891780,-67.78613157,3.22,5188.070,,1.850,50,13,16,,
T,2022-10-27 16:11:28,-22.95890497,-67.78611907,3.22,5188.428,,1.640,57,12,15,,
T,2022-10-27 16:11:29,-22.95889470,-67.78610800,3.22,5188.424,,1.320,56,14,17,,
T,2022-10-27 16:11:30,-22.95888761,-67.78609941,3.22,5188.000,,0.790,61,14,17,,
T,2022-10-27 16:11:31,-22.95888289,-67.78609236,3.22,5188.309,,0.880,69,14,17,,
T,2022-10-27 16:11:32,-22.95887813,-67.78608309,3.22,5188.810,,1.230,73,14,17,,
T,2022-10-27 16:11:33,-22.95887370,-67.78607042,3.22,5188.500,,1.430,77,12,15,,
T,2022-10-27 16:11:34,-22.95886877,-67.78605445,3.22,5188.772,,1.990,83,14,18,,
T,2022-10-27 16:11:35,-22.95886459,-67.78603411,3.22,5189.077,,2.210,82,13,17,,
T,2022-10-27 16:11:36,-22.95886265,-67.78601383,3.22,5188.631,,2.240,86,13,17,,
T,2022-10-27 16:11:37,-22.95886293,-67.78599408,3.22,5188.391,,2.230,90,13,17,,
T,2022-10-27 16:11:38,-22.95886426,-67.78597402,3.22,5187.935,,2.370,95,13,17,,
T,2022-10-27 16:11:39,-22.95886721,-67.78595229,3.22,5187.988,,2.450,96,13,17,,
T,2022-10-27 16:11:40,-22.95887009,-67.78592924,3.22,5187.984,,2.480,98,12,16,,
T,2022-10-27 16:11:41,-22.95887244,-67.78590623,3.22,5188.590,,2.470,96,14,18,,
T,2022-10-27 16:11:42,-22.95887445,-67.78588205,3.22,5188.969,,2.580,99,14,18,,
T,2022-10-27 16:11:43,-22.95887502,-67.78586059,3.22,5190.011,,2.130,98,10,14,,
T,2022-10-27 16:11:44,-22.95887535,-67.78584219,3.22,5190.484,,1.930,93,10,14,,
T,2022-10-27 16:11:45,-22.95887629,-67.78582060,3.22,5189.913,,2.460,96,14,18,,
T,2022-10-27 16:11:46,-22.95887824,-67.78579534,3.22,5189.920,,2.620,97,12,15,,
T,2022-10-27 16:11:47,-22.95888153,-67.78576968,3.22,5190.321,,2.630,106,14,17,,
T,2022-10-27 16:11:48,-22.95888411,-67.78575620,3.22,5190.104,,0.600,100,14,17,,
T,2022-10-27 16:11:49,-22.95888484,-67.78575155,3.22,5189.731,,0.620,103,14,17,,
T,2022-10-27 16:11:50,-22.95888657,-67.78574494,3.22,5189.784,,0.620,101,14,17,,
T,2022-10-27 16:11:51,-22.95888853,-67.78573676,3.22,5189.713,,0.630,103,14,17,,
T,2022-10-27 16:11:52,-22.95889361,-67.78571602,3.22,5189.828,,2.870,106,14,17,,
T,2022-10-27 16:11:53,-22.95890154,-67.78568665,3.22,5189.613,,2.890,107,13,17,,
T,2022-10-27 16:11:54,-22.95890905,-67.78565655,3.22,5189.403,,2.930,106,13,17,,
T,2022-10-27 16:11:55,-22.95891683,-67.78562653,3.22,5189.108,,3.090,108,13,17,,
T,2022-10-27 16:11:56,-22.95892496,-67.78559711,3.22,5188.972,,2.930,110,13,17,,
T,2022-10-27 16:11:57,-22.95893312,-67.78556774,3.22,5188.053,,3.020,111,10,14,,
T,2022-10-27 16:11:58,-22.95894329,-67.78553797,3.22,5187.788,,3.170,112,10,14,,
T,2022-10-27 16:11:59,-22.95895466,-67.78550857,3.22,5187.646,,3.180,115,14,17,,
T,2022-10-27 16:12:00,-22.95896742,-67.78547918,3.22,5187.635,,3.310,116,14,17,,
T,2022-10-27 16:12:01,-22.95898183,-67.78544805,3.22,5187.844,,3.530,117,14,17,,
T,2022-10-27 16:12:02,-22.95899839,-67.78541397,3.22,5187.476,,3.780,117,12,16,,
T,2022-10-27 16:12:03,-22.95902897,-67.78534569,3.22,5188.699,,4.030,119,12,16,,
T,2022-10-27 16:12:04,-22.95904685,-67.78531097,3.22,5188.729,,4.190,117,12,16,,
T,2022-10-27 16:12:05,-22.95906890,-67.78527564,3.22,5188.226,,4.780,119,12,16,,
T,2022-10-27 16:12:06,-22.95908966,-67.78523429,3.22,5187.842,,4.900,119,9,17,,
T,2022-10-27 16:12:07,-22.95911562,-67.78518720,3.22,5188.179,,4.710,118,11,18,,
