type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
W,2022-10-26 13:07:40,-22.92711683,-67.85382347,3.22,4282.943,,12.590,19,19,19,,Pajonales entrance
W,2022-10-26 13:32:03,-22.94648763,-67.68519938,3.22,4821.196,,0.000,,18,20,,Nikon pano
W,2022-10-26 13:47:42,-22.94536399,-67.68360586,3.22,4817.200,,0.440,16,16,22,,Nikon pano 2
W,2022-10-26 13:51:16,-22.94464173,-67.68305640,3.22,4810.033,,1.140,102,15,18,,Outcrop
W,2022-10-26 14:03:13,-22.94626419,-67.68396146,3.22,4815.214,,0.990,287,16,18,,Hole
W,2022-10-26 14:19:56,-22.94611985,-67.68578558,3.22,4825.049,,1.280,47,18,19,,Dv marker
W,2022-10-26 15:01:30,-22.95011438,-67.68038524,3.22,4816.880,,0.000,,18,21,,Site 2
W,2022-10-26 15:09:12,-22.95101789,-67.68067323,3.22,4815.090,,0.000,,17,20,,Stop at site 2
W,2022-10-26 15:45:39,-22.94874820,-67.68855284,3.22,4843.374,,0.000,,18,23,,Overlook
T,2022-10-26 12:15:03,-22.91237215,-68.19896408,5.36,2480.516,,2.520,315,14,31,20221026-091503,GPS Logger: 20221026-091503 - PLB
T,2022-10-26 12:15:04,-22.91236145,-68.19896551,4.29,2474.016,,2.560,319,14,31,,
T,2022-10-26 12:53:58,-22.91064184,-67.99388379,3.22,3172.983,,24.150,94,19,28,,
T,2022-10-26 12:53:59,-22.91065732,-67.99366520,3.22,3173.035,,24.210,93,19,28,,
T,2022-10-26 12:54:00,-22.91067540,-67.99342322,3.22,3175.739,,24.230,95,19,28,,
T,2022-10-26 12:54:01,-22.91069961,-67.99317540,3.22,3177.845,,24.190,95,18,28,,
T,2022-10-26 12:54:02,-22.91070902,-67.99293130,3.22,3180.390,,24.210,94,18,28,,
T,2022-10-26 12:54:03,-22.91072428,-67.99269073,3.22,3180.829,,24.120,94,18,28,,
T,2022-10-26 12:54:04,-22.91073500,-67.99245235,3.22,3182.125,,24.180,94,18,28,,
T,2022-10-26 12:54:05,-22.91075210,-67.99221932,3.22,3181.441,,24.170,94,19,29,,
T,2022-10-26 12:54:06,-22.91076858,-67.99198546,3.22,3182.009,,24.070,94,19,29,,
T,2022-10-26 12:54:07,-22.91078424,-67.99174900,3.22,3182.666,,23.980,94,20,29,,
T,2022-10-26 12:54:08,-22.91079800,-67.99152625,3.22,3182.872,,23.890,93,20,29,,
T,2022-10-26 12:54:09,-22.91079992,-67.99129309,3.22,3184.975,,23.880,92,20,29,,
T,2022-10-26 12:54:10.706,-22.91079305,-67.99089725,3.22,3187.566,,24.160,87,,29,,
T,2022-10-26 12:54:13,-22.91074257,-67.99035466,3.22,3191.206,,24.000,84,24,29,,
T,2022-10-26 12:54:14,-22.91070796,-67.99012101,3.22,3193.169,,23.930,82,24,30,,
T,2022-10-26 12:54:15,-22.91067582,-67.98989256,3.22,3195.125,,23.970,82,24,30,,
T,2022-10-26 12:54:16,-22.91064080,-67.98965994,3.22,3197.045,,24.030,81,24,30,,
T,2022-10-26 12:54:17,-22.91059881,-67.98943158,3.22,3199.200,,24.020,80,24,30,,
T,2022-10-26 12:54:18,-22.91055671,-67.98920559,3.22,3201.104,,23.770,79,24,30,,
T,2022-10-26 12:54:19,-22.91051220,-67.98898132,3.22,3203.198,,23.550,78,24,30,,
T,2022-10-26 12:54:20,-22.91046842,-67.98875921,3.22,3204.444,,23.240,78,19,30,,
T,2022-10-26 12:54:21,-22.91041758,-67.98853772,3.22,3206.832,,23.050,77,19,30,,
T,2022-10-26 12:54:22,-22.91036479,-67.98832202,3.22,3208.970,,22.990,76,19,30,,
T,2022-10-26 12:54:23,-22.91030948,-67.98810968,3.22,3210.003,,22.890,76,17,20,,
T,2022-10-26 12:54:24,-22.91026812,-67.98789740,3.22,3210.982,,22.710,77,17,20,,
T,2022-10-26 12:54:25,-22.91022336,-67.98768292,3.22,3212.642,,22.570,78,18,21,,
T,2022-10-26 12:54:27.540,-22.91014624,-67.98713535,3.22,3215.943,,22.480,84,,28,,
T,2022-10-26 12:54:29,-22.91011460,-67.98681461,3.22,3218.559,,22.340,84,23,28,,
T,2022-10-26 12:54:30,-22.91009135,-67.98659325,3.22,3219.581,,22.600,84,23,29,,
T,2022-10-26 12:54:31,-22.91008437,-67.98635038,3.22,3219.853,,24.100,87,23,29,,
T,2022-10-26 12:54:32,-22.91006857,-67.98612886,3.22,3219.685,,23.300,86,23,29,,
T,2022-10-26 12:54:33,-22.91003968,-67.98590166,3.22,3223.075,,23.180,84,23,29,,
T,2022-10-26 12:54:34,-22.91001833,-67.98568181,3.22,3224.213,,23.320,85,23,29,,
T,2022-10-26 12:54:35,-22.90999524,-67.98545943,3.22,3225.618,,23.370,85,23,29,,
T,2022-10-26 12:54:36,-22.90997219,-67.98522994,3.22,3227.477,,23.550,85,23,29,,
T,2022-10-26 12:54:37,-22.90995152,-67.98499990,3.22,3229.425,,23.670,85,23,29,,
T,2022-10-26 12:54:38,-22.90993113,-67.98476673,3.22,3231.356,,23.710,85,18,29,,
T,2022-10-26 12:54:39,-22.90991305,-67.98453248,3.22,3233.523,,23.820,85,18,29,,
T,2022-10-26 12:54:40,-22.90989606,-67.98430087,3.22,3234.422,,24.070,84,18,20,,
T,2022-10-26 12:54:41,-22.90987207,-67.98406495,3.22,3236.216,,24.200,85,18,20,,
T,2022-10-26 12:54:42,-22.90984985,-67.98382711,3.22,3237.638,,24.320,85,18,20,,
T,2022-10-26 12:54:43,-22.90983960,-67.98360153,3.22,3236.933,,24.440,85,18,20,,
T,2022-10-26 12:54:44,-22.90981548,-67.98336556,3.22,3238.953,,24.540,84,18,20,,
T,2022-10-26 12:54:45,-22.90979299,-67.98312790,3.22,3240.575,,24.550,84,17,19,,
T,2022-10-26 12:54:46,-22.90977186,-67.98288815,3.22,3242.333,,24.600,84,18,20,,
T,2022-10-26 12:54:47,-22.90975413,-67.98265175,3.22,3243.148,,24.590,84,17,19,,
T,2022-10-26 12:54:48,-22.90973435,-67.98241243,3.22,3244.607,,24.670,84,18,20,,
T,2022-10-26 12:54:49,-22.90971272,-67.98217803,3.22,3246.748,,24.770,85,16,17,,
T,2022-10-26 12:54:50,-22.90969033,-67.98193503,3.22,3248.392,,24.760,85,18,20,,
T,2022-10-26 12:54:51,-22.90966656,-67.98169207,3.22,3250.269,,24.820,85,18,20,,
T,2022-10-26 12:54:52,-22.90964636,-67.98145014,3.22,3252.105,,24.840,85,17,19,,
T,2022-10-26 12:54:53,-22.90962229,-67.98120743,3.22,3254.487,,24.830,85,18,20,,
T,2022-10-26 12:54:54,-22.90960026,-67.98096540,3.22,3256.522,,24.880,84,18,20,,
T,2022-10-26 12:54:55,-22.90957822,-67.98072776,3.22,3259.038,,24.880,84,17,19,,
T,2022-10-26 12:54:56,-22.90955616,-67.98048847,3.22,3260.484,,24.790,84,18,20,,
T,2022-10-26 12:54:57,-22.90953005,-67.98024826,3.22,3262.975,,24.880,84,18,20,,
T,2022-10-26 12:54:58,-22.90950648,-67.98000604,3.22,3265.260,,24.930,84,18,20,,
T,2022-10-26 12:54:59,-22.90948495,-67.97976280,3.22,3266.962,,24.970,85,18,20,,
T,2022-10-26 12:55:00,-22.90946551,-67.97952003,3.22,3268.622,,24.980,85,18,20,,
T,2022-10-26 12:55:01,-22.90944430,-67.97927110,3.22,3270.281,,25.110,85,18,19,,
T,2022-10-26 12:55:02,-22.90942453,-67.97903291,3.22,3271.263,,25.070,85,17,19,,
T,2022-10-26 12:55:03,-22.90940369,-67.97878427,3.22,3272.784,,25.180,85,18,20,,
T,2022-10-26 12:55:04,-22.90938086,-67.97854257,3.22,3274.375,,25.200,85,17,18,,
T,2022-10-26 12:55:05,-22.90935815,-67.97830226,3.22,3275.970,,25.170,85,18,20,,
T,2022-10-26 12:55:06,-22.90933774,-67.97805742,3.22,3277.333,,25.220,85,18,20,,
T,2022-10-26 12:55:07,-22.90932689,-67.97781805,3.22,3276.967,,25.340,84,18,19,,
T,2022-10-26 12:55:08,-22.90930025,-67.97756884,3.22,3278.581,,25.420,85,17,19,,
T,2022-10-26 12:55:09,-22.90927612,-67.97731889,3.22,3280.947,,25.530,84,18,20,,
T,2022-10-26 12:55:10,-22.90925193,-67.97706660,3.22,3282.577,,25.630,85,17,18,,
T,2022-10-26 12:55:11,-22.90922477,-67.97681935,3.22,3284.719,,25.670,84,17,19,,
T,2022-10-26 12:55:12,-22.90919994,-67.97657370,3.22,3285.892,,25.760,84,18,20,,
T,2022-10-26 12:55:13,-22.90917583,-67.97632214,3.22,3287.886,,25.780,84,17,18,,
T,2022-10-26 12:55:14,-22.90915077,-67.97607163,3.22,3289.853,,25.790,84,18,20,,
T,2022-10-26 12:55:15,-22.90912677,-67.97582067,3.22,3291.698,,25.650,84,18,20,,
T,2022-10-26 12:55:16,-22.90911059,-67.97557100,3.22,3293.556,,25.480,84,18,20,,
T,2022-10-26 12:55:17,-22.90909033,-67.97531909,3.22,3295.709,,25.220,84,17,19,,
T,2022-10-26 12:55:18,-22.90906556,-67.97507547,3.22,3297.559,,24.960,84,18,20,,
T,2022-10-26 12:55:19,-22.90903401,-67.97483540,3.22,3300.060,,24.730,84,17,19,,
T,2022-10-26 12:55:20,-22.90901129,-67.97459958,3.22,3301.580,,24.390,85,17,19,,
T,2022-10-26 12:55:21,-22.90899001,-67.97436931,3.22,3303.304,,24.230,85,17,19,,
T,2022-10-26 12:55:22,-22.90897520,-67.97413210,3.22,3305.659,,24.180,85,16,17,,
T,2022-10-26 12:55:23,-22.90895888,-67.97389595,3.22,3306.908,,24.100,85,16,18,,
T,2022-10-26 12:55:24,-22.90893600,-67.97365889,3.22,3308.421,,24.150,85,17,19,,
T,2022-10-26 12:55:25,-22.90891176,-67.97342804,3.22,3309.759,,24.220,85,18,20,,
T,2022-10-26 12:55:26,-22.90889064,-67.97319110,3.22,3312.017,,24.330,85,16,18,,
T,2022-10-26 12:55:27,-22.90887221,-67.97294956,3.22,3314.664,,24.520,85,16,18,,
T,2022-10-26 12:55:28,-22.90885587,-67.97271311,3.22,3316.760,,24.550,86,17,19,,
T,2022-10-26 12:55:29,-22.90883991,-67.97247431,3.22,3318.554,,24.630,86,17,19,,
T,2022-10-26 12:55:30,-22.90882579,-67.97224056,3.22,3320.395,,24.800,87,17,18,,
T,2022-10-26 12:55:31,-22.90881872,-67.97200526,3.22,3321.664,,24.940,88,18,20,,
T,2022-10-26 12:55:32,-22.90881270,-67.97176275,3.22,3323.040,,24.980,88,18,20,,
T,2022-10-26 12:55:33,-22.90880801,-67.97151220,3.22,3324.852,,24.850,88,17,19,,
T,2022-10-26 12:55:34,-22.90880536,-67.97127698,3.22,3326.104,,24.030,89,17,18,,
T,2022-10-26 12:55:35,-22.90880054,-67.97104824,3.22,3327.008,,23.660,89,18,20,,
T,2022-10-26 12:55:36,-22.90879344,-67.97081564,3.22,3328.581,,23.530,89,18,20,,
T,2022-10-26 12:55:37,-22.90878974,-67.97058534,3.22,3329.763,,23.450,88,17,18,,
T,2022-10-26 12:55:38,-22.90878173,-67.97035770,3.22,3331.287,,23.390,88,18,20,,
T,2022-10-26 12:55:39,-22.90877415,-67.97012168,3.22,3332.414,,23.390,88,18,20,,
T,2022-10-26 12:55:40,-22.90876651,-67.96989497,3.22,3333.612,,23.410,88,18,20,,
T,2022-10-26 12:55:41,-22.90875708,-67.96966713,3.22,3334.297,,23.460,88,18,20,,
T,2022-10-26 12:55:42,-22.90874670,-67.96944277,3.22,3334.961,,23.560,88,18,20,,
T,2022-10-26 12:55:43,-22.90873898,-67.96921584,3.22,3335.760,,23.410,88,17,20,,
T,2022-10-26 12:55:44,-22.90872944,-67.96899228,3.22,3336.921,,22.650,88,17,20,,
T,2022-10-26 12:55:45,-22.90872605,-67.96876936,3.22,3338.162,,21.510,88,17,20,,
T,2022-10-26 12:55:46,-22.90872508,-67.96855722,3.22,3339.122,,20.360,88,17,20,,
T,2022-10-26 12:55:47,-22.90871914,-67.96836701,3.22,3340.493,,19.450,88,17,20,,
T,2022-10-26 12:55:48,-22.90871327,-67.96817760,3.22,3341.426,,19.450,88,17,20,,
T,2022-10-26 12:55:49,-22.90870741,-67.96798822,5.36,3341.707,,19.440,88,2,2,,
T,2022-10-26 12:55:50,-22.90870585,-67.96781874,4.29,3342.327,,18.310,89,18,28,,
T,2022-10-26 12:55:51,-22.90869441,-67.96765255,3.22,3344.536,,17.730,88,18,28,,
T,2022-10-26 12:55:52,-22.90868501,-67.96749705,3.22,3346.491,,16.040,88,18,19,,
T,2022-10-26 12:55:53,-22.90867610,-67.96735116,3.22,3347.725,,15.090,88,17,18,,
T,2022-10-26 12:55:54,-22.90867097,-67.96720420,3.22,3348.560,,15.090,88,17,18,,
T,2022-10-26 12:55:55,-22.90867251,-67.96705660,4.29,3348.982,,15.240,89,4,4,,
T,2022-10-26 12:55:56,-22.90867135,-67.96689902,4.29,3349.595,,14.300,88,18,28,,
T,2022-10-26 12:55:57,-22.90866285,-67.96678428,3.22,3351.208,,13.440,88,18,28,,
T,2022-10-26 12:55:58,-22.90867239,-67.96663912,3.22,3352.237,,12.390,89,17,19,,
T,2022-10-26 12:55:59,-22.90867019,-67.96653244,3.22,3352.459,,12.020,89,17,19,,
T,2022-10-26 12:56:00,-22.90866316,-67.96642217,3.22,3354.368,,12.040,87,18,20,,
T,2022-10-26 12:56:01,-22.90865847,-67.96630661,3.22,3354.511,,12.770,87,17,19,,
T,2022-10-26 12:56:02,-22.90865277,-67.96617227,3.22,3356.554,,14.020,87,18,20,,
T,2022-10-26 12:56:03,-22.90863876,-67.96603332,3.22,3357.370,,15.100,86,17,19,,
T,2022-10-26 12:56:04,-22.90862248,-67.96588294,3.22,3357.948,,16.010,85,17,19,,
T,2022-10-26 12:56:05,-22.90860699,-67.96571814,3.22,3359.954,,16.890,87,18,20,,
T,2022-10-26 12:56:06,-22.90859576,-67.96555201,3.22,3360.772,,17.550,87,18,20,,
T,2022-10-26 12:56:07,-22.90858995,-67.96537934,3.22,3361.868,,17.990,89,17,19,,
T,2022-10-26 12:56:08,-22.90858665,-67.96520250,3.22,3363.765,,18.440,89,17,18,,
T,2022-10-26 12:56:09,-22.90857829,-67.96502807,3.22,3365.301,,18.720,89,18,20,,
T,2022-10-26 12:56:10,-22.90857925,-67.96484700,3.22,3366.651,,19.030,89,18,19,,
T,2022-10-26 12:56:11,-22.90857282,-67.96465691,3.22,3368.475,,19.300,89,17,19,,
T,2022-10-26 12:56:12,-22.90857507,-67.96447432,3.22,3369.154,,19.560,90,18,19,,
T,2022-10-26 12:56:26,-22.90863804,-67.96167400,3.22,3390.801,,20.990,92,24,30,,
T,2022-10-26 12:56:27,-22.90865023,-67.96146217,3.22,3391.943,,21.090,93,24,30,,
T,2022-10-26 12:56:28,-22.90864811,-67.96126189,3.22,3394.391,,20.960,92,24,30,,
T,2022-10-26 12:56:29,-22.90865210,-67.96105752,3.22,3396.439,,21.050,92,24,30,,
T,2022-10-26 12:56:30,-22.90865838,-67.96085108,3.22,3397.965,,21.080,92,24,30,,
T,2022-10-26 12:56:31,-22.90866321,-67.96064410,3.22,3399.950,,21.170,93,24,30,,
T,2022-10-26 12:56:32,-22.90867067,-67.96043638,3.22,3401.694,,21.280,93,19,30,,
T,2022-10-26 12:56:33,-22.90867845,-67.96022759,3.22,3403.486,,21.340,93,19,30,,
T,2022-10-26 12:56:34,-22.90868874,-67.96001168,3.22,3405.182,,21.450,92,17,20,,
T,2022-10-26 12:56:35,-22.90869346,-67.95980379,3.22,3407.284,,21.470,92,16,19,,
T,2022-10-26 12:56:36,-22.90870144,-67.95959055,3.22,3408.661,,21.410,92,18,21,,
T,2022-10-26 12:56:37,-22.90871533,-67.95938100,3.22,3409.058,,21.310,92,18,21,,
T,2022-10-26 12:56:38,-22.90872516,-67.95916816,3.22,3410.398,,21.280,92,17,20,,
T,2022-10-26 12:56:39,-22.90872848,-67.95895882,3.22,3412.056,,21.290,92,18,21,,
T,2022-10-26 12:56:40,-22.90873486,-67.95875660,3.22,3413.341,,21.330,93,18,20,,
T,2022-10-26 12:56:41,-22.90874645,-67.95854433,3.22,3414.356,,21.470,92,18,21,,
T,2022-10-26 12:56:42,-22.90875178,-67.95833881,3.22,3415.885,,21.570,92,17,20,,
T,2022-10-26 12:56:43,-22.90875773,-67.95813169,3.22,3417.602,,21.830,92,17,20,,
T,2022-10-26 12:56:44,-22.90876535,-67.95791671,3.22,3419.174,,22.050,92,17,20,,
T,2022-10-26 12:56:45,-22.90877822,-67.95770502,3.22,3419.811,,22.270,92,17,20,,
T,2022-10-26 12:56:46,-22.90878491,-67.95748960,3.22,3420.951,,22.370,92,16,19,,
T,2022-10-26 12:56:47,-22.90878858,-67.95727555,3.22,3422.924,,22.130,92,18,21,,
T,2022-10-26 12:56:48,-22.90879731,-67.95706200,3.22,3424.094,,21.850,92,18,21,,
T,2022-10-26 12:56:49,-22.90880697,-67.95685372,3.22,3425.460,,21.580,92,17,20,,
T,2022-10-26 12:56:50,-22.90881336,-67.95664213,3.22,3427.210,,21.400,92,18,20,,
T,2022-10-26 12:56:51,-22.90882110,-67.95643883,3.22,3428.763,,21.350,92,18,21,,
T,2022-10-26 12:56:52,-22.90882611,-67.95622724,3.22,3430.874,,21.410,92,18,21,,
T,2022-10-26 12:56:53,-22.90883662,-67.95602529,3.22,3431.608,,21.450,92,17,20,,
T,2022-10-26 12:56:54,-22.90884485,-67.95581532,3.22,3433.368,,21.570,92,18,21,,
T,2022-10-26 12:56:55,-22.90885591,-67.95559868,3.22,3435.193,,21.670,92,17,20,,
T,2022-10-26 12:56:56,-22.90886564,-67.95538204,3.22,3436.659,,21.810,92,18,21,,
T,2022-10-26 12:56:57,-22.90886902,-67.95517417,3.22,3438.149,,21.930,92,18,21,,
T,2022-10-26 12:56:58,-22.90887698,-67.95495959,3.22,3439.819,,21.940,92,17,20,,
T,2022-10-26 12:56:59,-22.90888556,-67.95474615,3.22,3441.454,,21.990,93,18,21,,
T,2022-10-26 12:57:00,-22.90889459,-67.95453011,3.22,3443.223,,22.070,93,18,21,,
T,2022-10-26 12:57:01,-22.90890136,-67.95431788,3.22,3444.638,,22.140,93,17,20,,
T,2022-10-26 12:57:02,-22.90890799,-67.95410253,3.22,3446.453,,22.190,93,18,21,,
T,2022-10-26 12:57:03,-22.90891906,-67.95388107,3.22,3448.402,,22.270,93,18,21,,
T,2022-10-26 12:57:04,-22.90892784,-67.95366614,3.22,3449.839,,22.230,94,17,20,,
T,2022-10-26 12:57:05,-22.90893867,-67.95345449,3.22,3451.195,,22.260,93,17,20,,
T,2022-10-26 12:57:06,-22.90894881,-67.95323884,3.22,3453.477,,22.260,93,18,21,,
T,2022-10-26 12:57:07,-22.90895929,-67.95301869,3.22,3455.117,,22.200,93,17,20,,
T,2022-10-26 12:57:08,-22.90897296,-67.95279730,3.22,3457.031,,22.130,94,17,20,,
T,2022-10-26 12:57:09,-22.90898854,-67.95257335,3.22,3458.725,,22.130,93,16,19,,
T,2022-10-26 12:57:10,-22.90900657,-67.95235826,3.22,3459.484,,22.130,94,18,21,,
T,2022-10-26 12:57:11,-22.90901858,-67.95215188,3.22,3461.044,,22.130,94,18,21,,
T,2022-10-26 12:57:12,-22.90902874,-67.95194155,3.22,3463.222,,22.130,94,18,21,,
T,2022-10-26 12:57:13,-22.90904040,-67.95172630,3.22,3465.103,,22.120,94,17,20,,
T,2022-10-26 12:57:14,-22.90905742,-67.95151322,3.22,3466.520,,22.160,94,16,18,,
T,2022-10-26 12:57:15,-22.90907161,-67.95129546,3.22,3468.667,,22.300,94,18,21,,
T,2022-10-26 12:57:16,-22.90908364,-67.95107878,3.22,3470.325,,22.360,93,18,21,,
T,2022-10-26 12:57:17,-22.90909874,-67.95085602,3.22,3472.561,,22.470,93,18,21,,
T,2022-10-26 12:57:18,-22.90910866,-67.95063644,3.22,3474.616,,22.460,93,18,20,,
T,2022-10-26 12:57:19,-22.90911702,-67.95041251,3.22,3476.498,,22.410,94,18,21,,
T,2022-10-26 12:57:20,-22.90913588,-67.95020329,3.22,3477.474,,22.460,94,18,21,,
T,2022-10-26 12:57:21,-22.90914821,-67.94998529,3.22,3479.271,,22.470,94,16,19,,
T,2022-10-26 12:57:22,-22.90916266,-67.94976914,3.22,3481.621,,22.450,95,16,18,,
T,2022-10-26 12:57:23,-22.90918460,-67.94955582,3.22,3483.957,,22.310,96,17,19,,
T,2022-10-26 12:57:24,-22.90920511,-67.94933857,3.22,3485.205,,22.350,96,18,20,,
T,2022-10-26 12:57:25,-22.90922856,-67.94912617,3.22,3487.002,,21.550,97,17,20,,
T,2022-10-26 12:57:26,-22.90925189,-67.94892196,3.22,3488.663,,20.570,97,17,19,,
T,2022-10-26 12:57:27,-22.90926944,-67.94872698,3.22,3490.155,,19.660,97,17,19,,
T,2022-10-26 12:57:28,-22.90928766,-67.94854894,3.22,3491.299,,17.730,97,18,21,,
T,2022-10-26 12:57:29,-22.90930562,-67.94838692,3.22,3492.592,,15.610,98,18,20,,
T,2022-10-26 12:57:30,-22.90932835,-67.94824270,3.22,3492.686,,13.710,99,17,20,,
T,2022-10-26 12:57:31,-22.90934316,-67.94812235,3.22,3493.896,,11.900,99,17,20,,
T,2022-10-26 12:57:32,-22.90935906,-67.94802267,3.22,3494.649,,10.430,99,18,21,,
T,2022-10-26 12:57:33,-22.90937431,-67.94792748,3.22,3495.826,,9.420,99,15,18,,
T,2022-10-26 12:57:34,-22.90938599,-67.94783990,3.22,3496.088,,8.650,99,17,18,,
T,2022-10-26 12:57:35,-22.90940480,-67.94777038,3.22,3495.188,,7.790,100,18,20,,
T,2022-10-26 12:57:36,-22.90941497,-67.94769809,3.22,3495.538,,7.260,98,18,20,,
T,2022-10-26 12:57:37,-22.90942074,-67.94762832,3.22,3496.132,,7.170,98,18,20,,
T,2022-10-26 12:57:38,-22.90942843,-67.94755735,3.22,3496.861,,7.270,98,16,18,,
T,2022-10-26 12:57:39,-22.90943406,-67.94748942,3.22,3497.563,,7.450,99,16,17,,
T,2022-10-26 12:57:40,-22.90944781,-67.94741001,3.22,3497.672,,7.630,99,17,19,,
T,2022-10-26 12:57:41,-22.90945489,-67.94733291,3.22,3498.780,,7.790,98,16,18,,
T,2022-10-26 12:57:42,-22.90946263,-67.94725239,3.22,3499.501,,7.890,97,17,19,,
T,2022-10-26 12:57:43,-22.90946732,-67.94717607,3.22,3501.681,,7.910,97,18,20,,
T,2022-10-26 12:57:44,-22.90947690,-67.94709421,3.22,3502.295,,7.940,97,17,19,,
T,2022-10-26 12:57:45,-22.90948653,-67.94701531,3.22,3503.299,,7.880,97,17,18,,
T,2022-10-26 12:57:46,-22.90949774,-67.94694348,3.22,3503.470,,7.870,98,16,19,,
T,2022-10-26 12:57:47,-22.90950952,-67.94686952,3.22,3503.639,,7.870,98,16,18,,
T,2022-10-26 12:57:48,-22.90951391,-67.94679839,3.22,3504.685,,7.850,97,18,20,,
T,2022-10-26 12:57:49,-22.90952127,-67.94672165,3.22,3505.579,,7.780,98,17,19,,
T,2022-10-26 12:57:50,-22.90954056,-67.94664131,3.22,3505.663,,7.490,98,17,19,,
T,2022-10-26 12:57:51,-22.90954854,-67.94657219,3.22,3506.354,,7.330,99,17,18,,
T,2022-10-26 12:57:52,-22.90955830,-67.94649994,3.22,3506.969,,7.110,99,17,19,,
T,2022-10-26 12:57:53,-22.90956602,-67.94643243,3.22,3507.629,,6.980,99,17,19,,
T,2022-10-26 12:57:54,-22.90957686,-67.94636930,3.22,3508.063,,6.850,100,17,19,,
T,2022-10-26 12:57:55,-22.90958320,-67.94630809,3.22,3508.864,,6.720,98,17,18,,
T,2022-10-26 12:57:56,-22.90958958,-67.94624851,3.22,3509.455,,6.720,99,18,20,,
T,2022-10-26 12:57:57,-22.90959955,-67.94618225,3.22,3510.107,,6.760,98,16,18,,
T,2022-10-26 12:57:58,-22.90961862,-67.94612486,3.22,3508.175,,6.820,98,17,19,,
T,2022-10-26 12:57:59,-22.90962878,-67.94605621,3.22,3508.732,,6.860,98,16,19,,
T,2022-10-26 12:58:00,-22.90963353,-67.94599178,3.22,3509.431,,6.930,99,16,18,,
T,2022-10-26 12:58:01,-22.90964436,-67.94592797,3.22,3509.713,,7.040,99,17,20,,
T,2022-10-26 12:58:02,-22.90965404,-67.94585825,3.22,3510.449,,7.180,101,16,19,,
T,2022-10-26 12:58:03,-22.90966380,-67.94578896,3.22,3510.893,,7.310,102,18,20,,
T,2022-10-26 12:58:04,-22.90968116,-67.94571751,3.22,3511.763,,7.390,103,17,19,,
T,2022-10-26 12:58:05,-22.90970518,-67.94564680,3.22,3511.750,,7.540,104,18,20,,
T,2022-10-26 12:58:06,-22.90972192,-67.94557202,3.22,3512.250,,7.490,106,16,18,,
T,2022-10-26 12:58:07,-22.90974233,-67.94549948,3.22,3513.124,,7.590,107,18,20,,
T,2022-10-26 12:58:08,-22.90976104,-67.94542442,3.22,3514.059,,7.600,109,16,18,,
T,2022-10-26 12:58:09,-22.90978197,-67.94535684,3.22,3514.529,,7.600,111,17,19,,
T,2022-10-26 12:58:10,-22.90980373,-67.94529139,3.22,3515.828,,7.690,111,18,20,,
T,2022-10-26 12:58:11,-22.90982371,-67.94522318,3.22,3516.719,,7.850,113,17,18,,
T,2022-10-26 12:58:12,-22.90985239,-67.94514974,3.22,3518.360,,8.090,114,18,18,,
T,2022-10-26 12:58:13,-22.90988427,-67.94508207,3.22,3518.656,,8.040,117,17,18,,
T,2022-10-26 12:58:14,-22.90992020,-67.94501768,3.22,3519.328,,7.880,119,17,18,,
T,2022-10-26 12:58:15,-22.90995466,-67.94495612,3.22,3519.917,,7.910,120,17,18,,
T,2022-10-26 12:58:16,-22.90998822,-67.94489325,3.22,3520.992,,7.900,121,18,19,,
T,2022-10-26 12:58:17,-22.91003087,-67.94482836,3.22,3521.543,,7.830,122,18,19,,
T,2022-10-26 12:58:18,-22.91006188,-67.94476447,3.22,3522.936,,7.800,122,18,19,,
T,2022-10-26 12:58:19,-22.91009747,-67.94469678,3.22,3523.658,,7.740,121,17,19,,
T,2022-10-26 12:58:20,-22.91013170,-67.94463014,3.22,3524.259,,7.720,120,17,19,,
T,2022-10-26 12:58:21,-22.91017330,-67.94455923,3.22,3525.001,,7.760,120,16,18,,
T,2022-10-26 12:58:22,-22.91021227,-67.94449968,3.22,3524.796,,7.870,120,17,19,,
T,2022-10-26 12:58:23,-22.91025354,-67.94443015,3.22,3524.611,,7.890,121,17,19,,
T,2022-10-26 12:58:24,-22.91029148,-67.94436106,3.22,3525.561,,7.940,121,15,17,,
T,2022-10-26 12:58:25,-22.91032612,-67.94428922,3.22,3526.454,,7.950,121,17,19,,
T,2022-10-26 12:58:26,-22.91036669,-67.94422386,3.22,3526.439,,8.300,120,17,19,,
T,2022-10-26 12:58:27,-22.91040751,-67.94415475,3.22,3527.056,,8.750,120,17,19,,
T,2022-10-26 12:58:28,-22.91044863,-67.94407737,3.22,3528.124,,9.520,120,16,18,,
T,2022-10-26 12:58:29,-22.91048888,-67.94399103,3.22,3528.702,,10.660,118,17,19,,
T,2022-10-26 12:58:30,-22.91053062,-67.94389134,3.22,3529.723,,11.800,116,17,19,,
T,2022-10-26 12:58:31,-22.91057236,-67.94378677,3.22,3530.534,,12.540,116,18,19,,
T,2022-10-26 12:58:32,-22.91062180,-67.94367387,3.22,3531.385,,13.200,119,17,18,,
T,2022-10-26 12:58:33,-22.91068398,-67.94356135,3.22,3532.191,,13.670,121,17,17,,
T,2022-10-26 12:58:34,-22.91075641,-67.94343989,3.22,3532.958,,13.980,121,17,18,,
